file_name	url	inference_transcript	audio_duration
STT_AB00603_0071_476032_to_479343	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00603_0071_476032_to_479343.wav	ཟག་པ་ཐམས་ཅད་ཟད་དོ་སྙམ་པ་སྐྱེ་བའོ།	3.311
STT_AB00604_0011_66970_to_71851	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00604_0011_66970_to_71851.wav	ལམ་གསུམ་ནི་ཉོན་མོངས་དང་།ལས་དང་།སྐྱེ་བའི་སྐུ་བསྙོན་གསུམ་མོ།	4.881
STT_AB00633_0063_392124_to_397943	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00633_0063_392124_to_397943.wav	དེ་ཕྱིར་སངས་རྒྱས་རྣམས་ཀྱིས་ནི། བསྟན་པ་ཕྱི་མེད་ཡོད་མེད་ལས། འདེག་པ་ཟབ་མོ་ཞེས་བསྟན་པ།	5.819
STT_AB00596_0016_71134_to_73677	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00596_0016_71134_to_73677.wav	མགོན་ཏི་གདམ་པའི་གོ་འཕང་ཐོར་བཤས་ཀྱང་།	2.543
STT_AB00610_0157_845827_to_848336	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00610_0157_845827_to_848336.wav	སོགས་པ་ལ་སྤྲོ་བ་དང་ལྡན་པ་ལ་ནི།	2.509
STT_AB00622_0097_733660_to_738046	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00622_0097_733660_to_738046.wav	སྔར་བཤད་པ་ལྟར་སྤྲོད་པ་མ་མཐོང་བ་ནི་སྤྲུལ་ཕྲལ་མཐོང་བར་འཇོག་པས།	4.386
STT_AB00616_0079_508080_to_511800	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00616_0079_508080_to_511800.wav	གལ་ཏེ་སྔར་གྱི་བདག་གི་དངོས་པོ་བསལ་ནས་དེ་ལས་གཞན།	3.72
STT_AB00640_0154_1017653_to_1022977	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00640_0154_1017653_to_1022977.wav	གློ་བུར་དུ་བཅོས་མ་མ་ཡིན་པ་དང་གཞན་ལ་ལྟོད་པ་མེད་པའི་རང་བཞིན་ཡང་འདོད་པ་ཁྱོད་ནི་	5.324
STT_AB00641_0251_1541749_to_1549991	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00641_0251_1541749_to_1549991.wav	ཅེས་རྒྱལ་བའི་སྲས་ཐག། བྱང་ཆུབ་སེམས་དཔའི་ས་སྒྲུབ་པ་ཡན་ཆད་བྱང་ཆུབ་སེམས་དཔའི་འགོག་པ་ལ་སྙོམས་པར་འཇུག་པ་སྟེ།	8.242
STT_AB00642_0245_1529944_to_1531960	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00642_0245_1529944_to_1531960.wav	འོག་མི་ཁོ་ནར་ཞེས་གསུངས་པས་ནི།	2.016
STT_AB00635_0149_985588_to_992346	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00635_0149_985588_to_992346.wav	ཇི་སྐད་བཤད་པའི་བདག་གཞན་ལས་སྐྱེ་བ་ལ་སོགས་པར་ལྟ་བའི་ལྟ་བ་ངན་པའི་གྲ་བ་མཐའ་དག་དཔྱོད་པར་བྱེད་པ་ཡིན་ནོ།	6.758
STT_AB00632_0136_1023660_to_1027670	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00632_0136_1023660_to_1027670.wav	མངོན་པར་ཐོ་བ་སྟེ་ཕུལ་དུ་བྱུང་བའི་གོ་འཕང་ནི་ཐོབ་པ་མ་ཡིན་ནོ།	4.01
STT_AB00641_0057_360708_to_362994	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00641_0057_360708_to_362994.wav	ལམ་གྱི་ཆོད་ནི་རྩ་བ་ལས།	2.286
STT_AB00615_0096_567437_to_569613	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00615_0096_567437_to_569613.wav	རང་བཞིན་དང་བཅས་པར་སྨྲ་བར་འགྱུར་བའི་ཕྱིར།	2.176
STT_AB00644_0115_982515_to_984680	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00644_0115_982515_to_984680.wav	ཟང་མོ་གཏོགས་པའི་བློ་ཡི་རྒྱ་མཚོ་ཤིན་ཏུ་	2.165
STT_AB00632_0059_456168_to_459786	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00632_0059_456168_to_459786.wav	མཚན་མ་ཞི་རབ་བཅས་པའི་སྔོང་སུམ་ཚན་མ་ངོས་འཛིན་པའི་སྐབས་ཡིན་པའི་ཕྱིར།	3.618
STT_AB00616_0141_874940_to_879735	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00616_0141_874940_to_879735.wav	སྤོང་མི་ནུས་སོ། དེའི་ཕྱིར་ཇི་སྐད་གཞེགས་པའི་སྐྱོན་གྱི་འཇིགས་པའས་	4.795
STT_AB00634_0030_307534_to_313523	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00634_0030_307534_to_313523.wav	ཤེས་བྱ་མེད་ན་སྟེ་ཕྱི་རོལ་གྱི་བདག་མེད་པར་རིག་པ་རྣམས་ཤེས་པ་བཀག་པ་སྟེ།	5.989
STT_AB00633_0119_754274_to_756595	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00633_0119_754274_to_756595.wav	སེམས་ཉིད་བསྐྱེད་ནས་སེམས་ཅན་འཇིག་རྟེན་དང་།	2.321
STT_AB00610_0119_640401_to_646902	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00610_0119_640401_to_646902.wav	བཀའ་ལྷག་ལ་བལྟོས་ནས་ནི་བྱང་སེམས་ཁྱིམ་པ་རྣམས་ལ་ནི་སྦྱིན་པ་ལ་སོགས་པའི་ཆོས་གསུམ་པོ་དེ་དག་བསྒྲུབ་པར་སླ་བས།	6.501
STT_AB00637_0093_541749_to_550179	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00637_0093_541749_to_550179.wav	ཕུང་པོ་རྣམས་ཀྱི་ངོ་བོ་སྟེ་རེ་རེ་བ་བདག་ཏུ་བྟོན་པ་མིན་ཏེ། དཔེར་ན་ཤིང་རྣམས་ནི་ནགས་ཚལ་ལོག་ཞེས་བརྗོད་པ་ན།	8.43
STT_AB00638_0161_1059701_to_1066749	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00638_0161_1059701_to_1066749.wav	འདུ་བྱེད་དང་མྱུ་གུ་ལྟ་བུ་འབྲས་བུའི་རྣམ་པ་མི་ལྡན་པའི་རང་བཞིན་རྣམས་ངོ་བོ་ཅན་རྣམས་སྐྱེ་བར་ཤེས་པར་བྱ་ལ།	7.048
STT_AB00630_0199_1123677_to_1129257	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00630_0199_1123677_to_1129257.wav	རྩ་བ་ལས། ཇི་ལྟར་དམིགས་གནས་དེའི་རྒྱུ་མིང་ལྟར། རྨི་ལམ་དུ་ཡང་གཉིད་ནི་རྒྱུ་མ་ཡིན།	5.58
STT_AB00599_0155_855895_to_863336	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00599_0155_855895_to_863336.wav	ཤིང་རྟ་ཆེན་པོས་ལུགས་གཉིས་ལ་མཁས་པས་སྤེལ་མ་སྨད་མཛད་ཀྱི་གདམ་ངག་བྱང་ཆུབ་ལམ་གྱི་རིམ་པར་	7.441
STT_AB00643_0285_2040503_to_2044069	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00643_0285_2040503_to_2044069.wav	གསུམ་པ། ཡོན་ཏན་ཀུན་བརྗོད་མི་ནུས་པའི་ཚུལ་ནི།	3.566
STT_AB00607_0063_288609_to_291066	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00607_0063_288609_to_291066.wav	ཞི་འོད་བྱབ་པར་དེ་དག་གིས་རྣམས་མཛད།	2.457
STT_AB00629_0010_46544_to_48728	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00629_0010_46544_to_48728.wav	བཟོང་བ་མེད་པ་འཛིན་པ་མ་མཐོང་ཞིང་།	2.184
STT_AB00635_0129_834814_to_836883	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00635_0129_834814_to_836883.wav	འདི་ལྟ་སྟེ་འདི་ཡོད་ན་འདི་འབྱུང་།	2.069
STT_AB00638_0022_135861_to_138250	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00638_0022_135861_to_138250.wav	མ་རིག་པའི་གསེར་གྱི་ས་གཞི་ལས་ཐོན་པ།	2.389
STT_AB00596_0026_104923_to_107790	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00596_0026_104923_to_107790.wav	ཡོངས་སུ་རྫོགས་པར་སྟོད་མཛད་ཟླ་བའི་ཞབས།	2.867
STT_AB00634_0182_1363455_to_1368114	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00634_0182_1363455_to_1368114.wav	རྩ་བ་ལས། འཇིག་རྟེན་ཕ་རོལ་འགོག་པར་བྱེད་པའི་དུས་སུ་བདག་ཉིད་ནི།	4.659
STT_AB00639_0085_544530_to_549650	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00639_0085_544530_to_549650.wav	བུམ་པ་ཡོན་ཏན་ཡིན་ལ། མིན་རིགས་སྔོན་བསང་ལ་སོགས་པ་དེའི་ཡོན་ཏན་དང་།	5.12
STT_AB00622_0026_239492_to_241540	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00622_0026_239492_to_241540.wav	ཤེས་བརྗོད་ཀྱི་ཡུན་མིན་པའི་དོན་ནི།	2.048
STT_AB00629_0207_1212602_to_1217807	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00629_0207_1212602_to_1217807.wav	རྣང་བ་སོགས་མིག་གིས་གསུམ་གྱེས་ལྷག་མ་གསུམ་པོའང་རང་བཞིན་གྱི་སྐྱེ་བ་མེད་དོ།	5.205
STT_AB00641_0239_1468370_to_1470537	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00641_0239_1468370_to_1470537.wav	བོ་མ་ལ་འཇུག་པ་ལས་སེམས་བསྐྱེད་པ་དྲུག་པའོ།	2.167
STT_AB00623_0005_24564_to_28029	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00623_0005_24564_to_28029.wav	ཡུལ་ཡོལ་ཅན་སོ་སོ་བ་གཉིས་སུ་ཕྱེད་པར་སྣང་བ་ལྟར།	3.465
STT_AB00601_0083_443609_to_447005	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00601_0083_443609_to_447005.wav	དེ་བཞིན་གཤེགས་པ་ཆོས་ཀྱི་རྒྱལ་པོའི་རིགས་སུ་སྐྱེས་པས་ཀྱང་།	3.396
STT_AB00607_0088_416441_to_421168	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00607_0088_416441_to_421168.wav	ང་དང་ང་བྱི་བ་རང་གི་མཚན་ཉིད་ཀྱི་སྒྲུབ་པ་འཛིན་པ་མི་སྤོང་བ་ལ་བྱའོ།	4.727
STT_AB00623_0076_491817_to_500503	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00623_0076_491817_to_500503.wav	འཇིག་རྟེན་རང་དགའ་བའི་གསར་མྱུབ་ལ་སོགས་པའི་ཉེར་ལེན་གྱི་རྒྱུ་འབྲལ་ལ་རང་གི་མཚན་ཉིད་ཀྱིས་གྲུབ་པའི་གཞན་དུ་འཛིན་པ་མེད་བཅས་པ་ཙམ་མིན་གྱི།	8.686
STT_AB00606_0093_470264_to_475452	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00606_0093_470264_to_475452.wav	ཁྲི་ཁོ་རྡར་ལ་སོགས་པ་ཡིན་པའི་ཕྱིར་མའི་ཐའ་ཅའི་ཉིད་དུ་བཞག་གོ།	5.188
STT_AB00601_0138_764786_to_770435	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00601_0138_764786_to_770435.wav	བློའི་སྟོབས་ཆད་པ་ན་རང་གི་ཡུལ་ཞེས་པའི་ཕྱེ་བ་ལ་གནས་པས་ཞེས་པ་ནི་	5.649
STT_AB00636_0018_114069_to_117192	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00636_0018_114069_to_117192.wav	དང་པོ། བདག་རང་བཞིན་གྱིས་གྲུབ་པ་དགག་པ་ལ་དྲུག།	3.123
STT_AB00617_0049_293523_to_300981	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00617_0049_293523_to_300981.wav	གལ་ཏེ་རང་གི་ངོ་བོས་དྲུག་པའི་རྒྱུ་གཞན་ལ་བརྟེན་ནས་རང་གི་ངོ་བོས་དྲུག་པའི་འབྲས་བུ་གཞན་ཞིག་འབྱུང་བར་འགྱུར་ན་ནི།	7.458
STT_AB00639_0067_447246_to_449273	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00639_0067_447246_to_449273.wav	བྱ་སྲིད་གསུམ་ཙམ་འགལ་བ་སྟེ།	2.027
STT_AB00644_0032_231646_to_236527	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00644_0032_231646_to_236527.wav	འཕགས་པས་ཀྱང་། ཆོས་ཀྱི་དབྱིངས་ལ་ཨེར་མེད་ཕྱིར། ཁྱེད་ལ་འཐད་པའི་དབྱེ་བ་མེད།	4.881
STT_AB00640_0058_321407_to_329633	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00640_0058_321407_to_329633.wav	དུས་ཀྱི་སྒོ་ནས་ཡོངས་སུ་རྫོགས་པར་བསྒོམ་པ་མེད་པ་སྟེ། འོན་ཀྱང་ཁམས་གསུམ་གྱི་ཉོན་མོངས་ཀྱི་ས་བོན་སྤང་བའི་ཐབས་ཙམ་ཞིག་ནི་ཡོད་དོ།	8.226
STT_AB00632_0241_1622414_to_1626749	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00632_0241_1622414_to_1626749.wav	དེས་ན་གཞུང་དེ། རྣམ་བཞག་ཐམས་ཅད་གཞན་ངོར་བྱས་ཀྱི།	4.335
STT_AB00604_0126_745059_to_751032	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00604_0126_745059_to_751032.wav	དེའི་ཟློག་པ་ཕང་པ་གཉིས་ལ། ཆབ་བྱད་མ་ངེས་པའི་སོན་འབྱིན་རྟ་སྣང་དུ་ལྡན་པ་ནི།	5.973
STT_AB00629_0217_1290213_to_1295230	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00629_0217_1290213_to_1295230.wav	འདིར་སེམས་ཙམ་པའི་གལ་ཏེ་གཉིང་ནང་ཞེས་སོགས་ཀྱིས་བཤད་པ་བཞིན་དུ།	5.017
STT_AB00639_0118_706015_to_709547	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00639_0118_706015_to_709547.wav	འབྲས་བུ་དང་ཕྲད་ནས་བསམ་མ་འཕྲད་པར་སྐྱེད་པ་བྱེད།	3.532
STT_AB00604_0056_334854_to_337056	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00604_0056_334854_to_337056.wav	འགོག་པ། ཉེ་བ་ཞི་བ།	2.202
STT_AB00638_0263_1715127_to_1724052	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00638_0263_1715127_to_1724052.wav	ཞན་ཡང་ཤིང་རྟ་རང་བཞིན་གྱིས་མ་སྒྲུབ་ན་དེའི་ཡན་ལག་ཀྱང་རང་བཞིན་གྱིས་ཡོད་པ་མིན་པའི་དོན་འདི་ནི་དཔེ་འདི་ལས་ཤེས་པར་བྱ་སྟེ།	8.925
STT_AB00641_0034_226237_to_228455	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00641_0034_226237_to_228455.wav	གཉིས་པ། རྒྱས་པར་བཤེད་པ་ལ་གསུམ།	2.218
STT_AB00613_0146_932602_to_940383	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00613_0146_932602_to_940383.wav	དངོས་པོ་སྨྲ་བ་རྣམས་ཀྱི་ལུགས་ཀྱིས་ཀྱང་བདེན་གྲུག་མཁས་པར་འགྱུར་རོ་སྙམ་དུ། ཕྱོགས་དེ་ཉིད་འདྲེགས་པ་ཆད་པར་འགྱུར་ཏེ།	7.781
STT_AB00632_0182_1259684_to_1261732	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00632_0182_1259684_to_1261732.wav	དེ་དག་ནོར་བའི་བློ་ལྡོན་ཤེས་པར་བྱ།	2.048
STT_AB00634_0116_879729_to_882385	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00634_0116_879729_to_882385.wav	རེ་རེ་བ་ལས་སྐྱེ་བ་མི་རིགས་པ་མ་ཟད།	2.656
STT_AB00606_0056_286083_to_289223	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00606_0056_286083_to_289223.wav	ལུས་ཀྱི་སྡུག་བསྔལ་གདོན་མི་ཟའ་བ་འབྱུང་མོད་ཀྱང་།	3.14
STT_AB00600_0154_888796_to_891100	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00600_0154_888796_to_891100.wav	ལྷའི་ཟས་རོ་བརྒྱབ་པ་དང་།	2.304
STT_AB00612_0064_370708_to_374598	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00612_0064_370708_to_374598.wav	དེས་ན་ཤིན་ཏུ་ཕྲ་བའི་དོན་འབྱེད་པའི་བློའི་མཐུ་མེད་བཞིན་དུ་	3.89
STT_AB00616_0077_489564_to_492448	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00616_0077_489564_to_492448.wav	གཉིས་པ། དེའི་ཉིས་ྤོང་ཀི་ལན་དགག་པ་ནི།	2.884
STT_AB00640_0234_1569360_to_1576936	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00640_0234_1569360_to_1576936.wav	དེ་ཡང་མྱ་ངན་ལས་འདས་པ་ཆོས་སྐུ་དེ་ལ་དངོས་པོ་ལྟས་བདེན་པར་འཛིན་པའི་བློ་ཅན་གྱིས་བདེན་པར་འཛིན་པ་ལྡོག་པར་བྱ་བའི་ཕྱིར།	7.576
STT_AB00601_0039_197295_to_199957	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00601_0039_197295_to_199957.wav	ས་ཡི་སྤང་བྱའི་སྐྱོན་དང་བྲལ་བས་	2.662
STT_AB00640_0248_1652721_to_1658745	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00640_0248_1652721_to_1658745.wav	ཐ་ནས་རྟག་པ་དང་འཆད་པ་གང་དུ་བཟོང་ན་ལོག་པའི་གཡང་དུ་ལཏུང་བ་ཡིན་གྱི།	6.024
STT_AB00610_0101_547141_to_549820	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00610_0101_547141_to_549820.wav	བདེན་འཛིན་རེའི་ས་བོན་སྤོང་དགོས་པས་	2.679
STT_AB00633_0034_198199_to_200725	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00633_0034_198199_to_200725.wav	སེམས་ལས་ཞན་པའི་བྱེད་པ་པོ་འགོག་པ་ཡིན་ནོ།	2.526
STT_AB00636_0192_1379479_to_1381612	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00636_0192_1379479_to_1381612.wav	གཞན་གྱི་བསགས་ལ་གཞན་གྱིས་ཟ་བར་འགྱུར།	2.133
STT_AB00614_0120_765964_to_768677	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00614_0120_765964_to_768677.wav	ཆོས་ཐམས་ཅད་བརྟན་ནས་བཞག་དགོས་པ་དང་།	2.713
STT_AB00614_0138_869991_to_874394	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00614_0138_869991_to_874394.wav	རང་བཞིན་དེ་གང་ཟག་དང་ཆོས་ཀྱི་སྟིང་དུ་ཡོད་པར་འཛིན་པ་ནི།	4.403
STT_AB00607_0166_841083_to_844889	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00607_0166_841083_to_844889.wav	འྱིན་འབྲལ་གྱི་ལོངས་སྤྱོད་ཕུན་སུམ་ཚོགས་པ་འབྱུང་བ་ཁོ་ནས་རྩིས་མི་བཏང་བར་	3.806
STT_AB00629_0241_1504650_to_1509155	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00629_0241_1504650_to_1509155.wav	ཇི་ལྟར་སྒྱུ་མའི་སེམས་ཅན་དམིགས་པ་ལྟར། སན་ཡང་དེ་ཉིད་དུ་ན་ཡང་དག་མིན།	4.505
STT_AB00627_0082_582909_to_586663	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00627_0082_582909_to_586663.wav	རང་བཞིན་གྱིས་གྲུབ་པས་སྟོང་བའི་སྟོང་པ་ཉིད་ཁོ་ན་ལ་དགོངས་ནས་	3.754
STT_AB00642_0029_162500_to_167858	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00642_0029_162500_to_167858.wav	ཆོས་ཉིད་མངོན་བསུམ་དུ་རྟོགས་པའི་མི་རྟོག་ཡེ་ཤེས་ཉན་རང་གིས་ཀྱང་ཐོབ་པར་གསུངས་པས་	5.358
STT_AB00633_0013_53319_to_58472	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00633_0013_53319_to_58472.wav	འདི་ལྟར་ཁམས་གསུམ་པོ་འདི་ནི་སེམས་ཙམ་སྟེ། ཞེས་གསུངས་པ་ལྟ་བུའོ། ཞེ་ན།	5.153
STT_AB00604_0060_352841_to_355708	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00604_0060_352841_to_355708.wav	འདོད་ཆགས་དང་བྲལ་བ། འགོག་པ།	2.867
STT_AB00611_0068_390588_to_397329	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00611_0068_390588_to_397329.wav	དངོས་པོར་སྨྲ་བ་མངོན་སུམ་མཚན་མ་དངོས་པོར་རང་མཚན་གྱིས་ཡུལ་ཅན་དུ་འདོད་པ་ལ་དེ་མི་རུང་བ་དང་།	6.741
STT_AB00604_0062_362329_to_365486	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00604_0062_362329_to_365486.wav	སྡུག་བསྔལ་འདིས།ཞེགས་པའི་ཉེ་བའི་ཚིག་གིས་གསུངས་པའི་ཕྱིར།	3.157
STT_AB00642_0181_1152312_to_1154735	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00642_0181_1152312_to_1154735.wav	བཞི་པ། ལྔ་པ།	2.423
STT_AB00603_0057_365452_to_368779	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00603_0057_365452_to_368779.wav	གཞན་ཡུལ་ལ་འཁྲོ་བའི་ལོ་ཞི་བརྐྱང་པ་ཡིན་པས།	3.327
STT_AB00611_0169_940571_to_942875	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00611_0169_940571_to_942875.wav	དམིགས་དམན་བསྐུལ་བའི་དམིག་ཟལ་དུ་འགྲོ་ཡི།	2.304
STT_AB00603_0089_612585_to_616049	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00603_0089_612585_to_616049.wav	དོན་འདི་རྡོ་རྗེ་སྤྱོད་པ་ལས་ཀྱང་སལ་བར་གསུངས་ཏེ།	3.464
STT_AB00624_0040_286817_to_293882	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00624_0040_286817_to_293882.wav	གཟུགས་དང་ཚོར་བ་སོགས་མཚན་མ་གཉིས་ཀྱིས་དམིགས་པ་དེ་དག་གི་རང་བཞིན་ནི་གདོན་མི་ཟའ་བར་གཞན་ལས་སྐྱེ་བར་འགྱུར་རོ།	7.065
STT_AB00632_0239_1608865_to_1613643	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00632_0239_1608865_to_1613643.wav	གཞན་ངོ་དེ་ལྟར་ཁས་ལེན་པ་ནི་འབྲས་བུ་སྟེ་དགོས་པའི་ཕྱིར་ཡིན་ལ།	4.778
STT_AB00626_0043_257824_to_261288	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00626_0043_257824_to_261288.wav	ལན་འདེ་ཚུལ་དེ་ཉིད་འཐགས་པས་བཞེད་པ་ཡིན་པར་སྟོན་པ་ལ།	3.464
STT_AB00630_0176_974035_to_979087	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00630_0176_974035_to_979087.wav	གཟུགས་སྒྲ་སོགས་དེའི་རྣམ་པ་ཅན་གྱི་སེམས་འབྱུང་བ་ཇེ་ལྟ་བ་དེ་བཞིན་དུ།	5.052
STT_AB00609_0134_761834_to_764701	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00609_0134_761834_to_764701.wav	བསྐལ་པ་ཆེན་པོ་མ་བྱུང་གི་བར་དུ་མི་བཟད་པ་སྤེར་མཛད་ནས་	2.867
STT_AB00622_0045_375605_to_378455	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00622_0045_375605_to_378455.wav	བྐྲ་ཤས་ཀྱི་རྣམ་པ་དེ་དག་མ་སྨིན་ཞིང་།	2.85
STT_AB00600_0160_914684_to_919547	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00600_0160_914684_to_919547.wav	སྔ་མ་བའི་བསོད་ནམས་ཆེས་གྲངས་མེད་པ་སྐྱེད་པར་གསུངས་པ་དང་མཐུན་པ་ཡིན་ཏེ།	4.863
STT_AB00600_0001_15076_to_18404	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00600_0001_15076_to_18404.wav	དེ་གསུམ་ནི་སྔོན་དུ་ཉམས་སུ་ལེན་དགོས་པ་མ་ཟད།	3.328
STT_AB00641_0133_826783_to_832090	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00641_0133_826783_to_832090.wav	མ་འདྲེས་བའི་ངེས་ཚིག་ནི་ཆོས་དེ་རྣམས་སངས་རྒྱས་ཁོ་ནའི་གཏན་ལ་ཡོད་ཅིང་	5.307
STT_AB00604_0105_605981_to_611902	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00604_0105_605981_to_611902.wav	བྱང་སེམས་ཀྱི་མཚུག་རྨད་དུ་བྱུང་བ་སོ་སྐྱེས་དང་ཉན་རང་གིས་བསམ་གྱིས་མི་ཆབ་པའི་ཆོས་ཉིད་ཀྱང་གཏོན་པའི་ཕྱིར་ཏེ།	5.921
STT_AB00615_0115_681441_to_684837	https://d38pmlk0v88drf.cloudfront.net/stt_pecha_tools/STT_AB00615_0115_681441_to_684837.wav	མཐའ་གཉིས་བསལ་ནས་ཨོ་མའི་ལམ་གྲུབ་པར་འདོད་པའི་ཕྱིར་རོ།	3.396
